replicate,condition,pre_primary,post_primary,improvement,pre_lines_cleared,post_lines_cleared,lines_improvement,pre_elo,training_steps,tutorial,pre_hole_avoidance,pre_stack_height_management,pre_surface_smoothness,pre_line_clearing_efficiency,post_hole_avoidance,post_stack_height_management,post_surface_smoothness,post_line_clearing_efficiency
24,rating_history,27.333333333333332,28.666666666666668,1.3333333333333357,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,height_management,-39.468234697401364,-13.254586462919796,-18.483596650263316,0.0,-34.47115472142354,-13.240085054332365,-19.517273885015822,0.005555555555555556
25,control,28.5,29.0,0.5,0.16666666666666666,0.16666666666666666,0.0,1500.0,40,ordinary_practice,-34.34405802796607,-13.03924151625301,-20.794686475720958,0.005050505050505051,-36.33990147783251,-13.226960180623973,-18.582717569786535,0.005208333333333333
25,rating_only,28.5,27.833333333333332,-0.6666666666666679,0.16666666666666666,0.16666666666666666,0.0,1500.0,40,rating_tier_board,-34.34405802796607,-13.03924151625301,-20.794686475720958,0.005050505050505051,-35.74986471861472,-12.848062677265263,-17.33112684729064,0.005952380952380952
25,rating_history,28.5,28.0,-0.5,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,hole_management,-34.34405802796607,-13.03924151625301,-20.794686475720958,0.005050505050505051,-31.38990468313049,-12.853556264524006,-22.49324175824176,0.0
26,control,26.166666666666668,26.333333333333332,0.1666666666666643,0.16666666666666666,0.3333333333333333,0.16666666666666666,1500.0,40,ordinary_practice,-38.632874779541446,-13.005167548500882,-19.10126984126984,0.0047619047619047615,-39.725266886603556,-12.907005459007683,-17.04239255917046,0.011123470522803115
26,rating_only,26.166666666666668,25.5,-0.6666666666666679,0.16666666666666666,0.0,-0.16666666666666666,1500.0,40,rating_tier_board,-38.632874779541446,-13.005167548500882,-19.10126984126984,0.0047619047619047615,-41.548231907652195,-13.484128045867177,-18.475513911745796,0.0
26,rating_history,26.166666666666668,28.833333333333332,2.6666666666666643,0.16666666666666666,0.3333333333333333,0.16666666666666666,1500.0,40,height_management,-38.632874779541446,-13.005167548500882,-19.10126984126984,0.0047619047619047615,-37.901794861231274,-13.43575234485505,-17.841867507106663,0.011302681992337164
27,control,26.833333333333332,29.0,2.166666666666668,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-37.33907734985321,-13.23801500223914,-19.552344255361497,0.0,-37.30054563492064,-13.487448107448108,-19.31424526862027,0.0047619047619047615
27,rating_only,26.833333333333332,29.0,2.166666666666668,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,rating_tier_board,-37.33907734985321,-13.23801500223914,-19.552344255361497,0.0,-37.306955891330894,-13.487448107448108,-19.288604242979243,0.0047619047619047615
27,rating_history,26.833333333333332,29.0,2.166666666666668,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,hole_management,-37.33907734985321,-13.23801500223914,-19.552344255361497,0.0,-37.30054563492064,-13.487448107448108,-19.31424526862027,0.0047619047619047615
28,control,28.5,27.0,-1.5,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-32.70335033242894,-12.858471003446903,-19.592251973091795,0.0,-39.06519159852493,-13.692957351290685,-20.41163620330287,0.005952380952380952
28,rating_only,28.5,27.666666666666668,-0.8333333333333321,0.0,0.0,0.0,1500.0,40,rating_tier_board,-32.70335033242894,-12.858471003446903,-19.592251973091795,0.0,-37.78102380872125,-13.918487432725476,-20.719363140738743,0.0
28,rating_history,28.5,27.0,-1.5,0.0,0.0,0.0,1500.0,40,surface_management,-32.70335033242894,-12.858471003446903,-19.592251973091795,0.0,-37.766499488351066,-13.24792484710026,-20.130573701244614,0.0
29,control,27.166666666666668,24.166666666666668,-3.0,0.5,0.0,-0.5,1500.0,40,ordinary_practice,-38.59575868575869,-13.704498556998557,-22.255735791985792,0.01597222222222222,-42.12409420289855,-12.983460815888352,-18.502012882447666,0.0
29,rating_only,27.166666666666668,26.333333333333332,-0.8333333333333357,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,rating_tier_board,-38.59575868575869,-13.704498556998557,-22.255735791985792,0.01597222222222222,-43.40200727881887,-13.378659317065114,-17.86263146408074,0.005952380952380952
29,rating_history,27.166666666666668,27.333333333333332,0.1666666666666643,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,hole_management,-38.59575868575869,-13.704498556998557,-22.255735791985792,0.01597222222222222,-37.42866442199775,-13.017351290684624,-18.27988776655443,0.005050505050505051
30,control,29.5,26.833333333333332,-2.666666666666668,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,40,ordinary_practice,-35.657480112583,-13.378496640085906,-20.078323212058613,0.010138248847926266,-39.92104484489542,-12.940104861081872,-17.714752361304086,0.005747126436781609
30,rating_only,29.5,27.333333333333332,-2.166666666666668,0.3333333333333333,0.0,-0.3333333333333333,1500.0,40,rating_tier_board,-35.657480112583,-13.378496640085906,-20.078323212058613,0.010138248847926266,-39.5409827363994,-14.29485059693393,-21.91317977547144,0.0
30,rating_history,29.5,27.0,-2.5,0.3333333333333333,0.0,-0.3333333333333333,1500.0,40,hole_management,-35.657480112583,-13.378496640085906,-20.078323212058613,0.010138248847926266,-40.21089772599455,-13.275126989567894,-20.614297358977208,0.0
31,control,27.166666666666668,27.5,0.33333333333333215,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,ordinary_practice,-33.5518870784388,-13.114143615005684,-20.520387773146393,0.0,-40.87784261338025,-13.626352204147903,-21.606609489674007,0.01075268817204301
31,rating_only,27.166666666666668,28.166666666666668,1.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,rating_tier_board,-33.5518870784388,-13.114143615005684,-20.520387773146393,0.0,-39.6297351652728,-14.024612277407977,-21.991926949991466,0.01075268817204301
31,rating_history,27.166666666666668,25.333333333333332,-1.8333333333333357,0.0,0.0,0.0,1500.0,40,hole_management,-33.5518870784388,-13.114143615005684,-20.520387773146393,0.0,-39.304761904761904,-13.757261904761904,-22.28984126984127,0.0
32,control,27.666666666666668,27.166666666666668,-0.5,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,ordinary_practice,-40.171438657960394,-13.621299351401653,-17.558942210105894,0.015359477124183006,-41.33275608278482,-13.42642030569473,-17.976367910240036,0.005208333333333333
32,rating_only,27.666666666666668,25.666666666666668,-2.0,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,rating_tier_board,-40.171438657960394,-13.621299351401653,-17.558942210105894,0.015359477124183006,-44.452238733488734,-13.860224844599845,-19.645663364413366,0.005208333333333333
32,rating_history,27.666666666666668,25.666666666666668,-2.0,0.5,0.16666666666666666,-0.33333333333333337,1500.0,40,surface_management,-40.171438657960394,-13.621299351401653,-17.558942210105894,0.015359477124183006,-44.53557206682207,-13.860224844599845,-19.37483003108003,0.005208333333333333
33,control,26.333333333333332,27.166666666666668,0.8333333333333357,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-37.462519332519335,-13.390673585673586,-19.54133903133903,0.0,-37.94206246074062,-13.224843855590983,-17.17552049376762,0.005747126436781609
33,rating_only,26.333333333333332,27.166666666666668,0.8333333333333357,0.0,0.0,0.0,1500.0,40,rating_tier_board,-37.462519332519335,-13.390673585673586,-19.54133903133903,0.0,-40.619399314765694,-13.199245689655172,-18.578505747126435,0.0
33,rating_history,26.333333333333332,28.833333333333332,2.5,0.0,0.0,0.0,1500.0,40,hole_management,-37.462519332519335,-13.390673585673586,-19.54133903133903,0.0,-34.91280779405779,-13.316480972730973,-19.193039021164022,0.0
34,control,27.0,28.0,1.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,40,ordinary_practice,-36.79963162086818,-12.735556408943506,-16.84348153837401,0.0,-39.286552903488385,-13.856666382204017,-19.22790983409263,0.005376344086021505
34,rating_only,27.0,28.666666666666668,1.6666666666666679,0.0,0.3333333333333333,0.3333333333333333,1500.0,40,rating_tier_board,-36.79963162086818,-12.735556408943506,-16.84348153837401,0.0,-39.40783266539315,-13.938511620299254,-18.960796738854533,0.010584677419354838
34,rating_history,27.0,27.333333333333332,0.33333333333333215,0.0,0.0,0.0,1500.0,40,height_management,-36.79963162086818,-12.735556408943506,-16.84348153837401,0.0,-37.988100213962284,-13.509160322436184,-20.051732596905012,0.0
