replicate,condition,pre_primary,post_primary,improvement,pre_elo,post_elo,delta_elo,training_steps,diagnosed_weakness,pre_lines_cleared,pre_successful_placements,pre_survived,pre_holes,pre_maximum_stack_height,pre_bumpiness,post_lines_cleared,post_successful_placements,post_survived,post_holes,post_maximum_stack_height,post_bumpiness
36,rating_history,0.0,0.3333333333333333,0.3333333333333333,1500.0,1515.2976013366472,15.297601336647176,40,hole_avoidance,0.0,29.166666666666668,0.0,70.66666666666667,20.0,12.666666666666666,0.3333333333333333,27.833333333333332,0.0,82.83333333333333,20.0,7.833333333333333
37,control,0.0,0.16666666666666666,0.16666666666666666,1500.0,1494.8992995564465,-5.100700443553478,40,,0.0,26.833333333333332,0.0,85.66666666666667,20.0,6.666666666666667,0.16666666666666666,27.666666666666668,0.0,79.5,20.0,11.666666666666666
37,rating_only,0.0,0.3333333333333333,0.3333333333333333,1500.0,1515.6949880611778,15.69498806117781,40,,0.0,26.833333333333332,0.0,85.66666666666667,20.0,6.666666666666667,0.3333333333333333,27.666666666666668,0.0,81.33333333333333,20.0,10.833333333333334
37,rating_history,0.0,0.16666666666666666,0.16666666666666666,1500.0,1489.4057123823757,-10.594287617624332,40,hole_avoidance,0.0,26.833333333333332,0.0,85.66666666666667,20.0,6.666666666666667,0.16666666666666666,27.666666666666668,0.0,75.5,20.0,18.333333333333332
38,control,0.0,0.0,0.0,1500.0,1482.4516970499892,-17.548302950010793,40,,0.0,27.166666666666668,0.0,84.5,20.0,7.166666666666667,0.0,24.666666666666668,0.0,89.66666666666667,20.0,10.833333333333334
38,rating_only,0.0,0.16666666666666666,0.16666666666666666,1500.0,1508.8465614960883,8.84656149608827,40,,0.0,27.166666666666668,0.0,84.5,20.0,7.166666666666667,0.16666666666666666,29.5,0.0,78.5,20.0,5.666666666666667
38,rating_history,0.0,0.16666666666666666,0.16666666666666666,1500.0,1508.7017414539225,8.701741453922523,40,hole_avoidance,0.0,27.166666666666668,0.0,84.5,20.0,7.166666666666667,0.16666666666666666,25.666666666666668,0.0,87.5,20.0,11.0
39,control,0.0,0.3333333333333333,0.3333333333333333,1500.0,1474.6461957576485,-25.353804242351544,40,,0.0,24.833333333333332,0.0,88.66666666666667,20.0,10.833333333333334,0.3333333333333333,29.0,0.0,75.5,20.0,10.333333333333334
39,rating_only,0.0,0.3333333333333333,0.3333333333333333,1500.0,1475.51601576839,-24.483984231610066,40,,0.0,24.833333333333332,0.0,88.66666666666667,20.0,10.833333333333334,0.3333333333333333,29.0,0.0,73.16666666666667,20.0,13.0
39,rating_history,0.0,0.6666666666666666,0.6666666666666666,1500.0,1549.8377884739616,49.83778847396161,40,hole_avoidance,0.0,24.833333333333332,0.0,88.66666666666667,20.0,10.833333333333334,0.6666666666666666,29.166666666666668,0.0,78.33333333333333,20.0,11.333333333333334
40,control,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1488.473688712809,-11.526311287190993,40,,0.16666666666666666,29.0,0.0,72.83333333333333,20.0,12.166666666666666,0.0,26.666666666666668,0.0,87.16666666666667,20.0,6.333333333333333
40,rating_only,0.16666666666666666,0.16666666666666666,0.0,1500.0,1523.413097776775,23.413097776774976,40,,0.16666666666666666,29.0,0.0,72.83333333333333,20.0,12.166666666666666,0.16666666666666666,28.5,0.0,80.0,20.0,6.666666666666667
40,rating_history,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1488.113213510416,-11.886786489583983,40,hole_avoidance,0.16666666666666666,29.0,0.0,72.83333333333333,20.0,12.166666666666666,0.0,27.166666666666668,0.0,86.0,20.0,5.5
41,control,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1500.0,0.0,40,,0.3333333333333333,27.5,0.0,85.0,20.0,8.166666666666666,0.0,25.333333333333332,0.0,83.0,20.0,15.333333333333334
41,rating_only,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1500.0,0.0,40,,0.3333333333333333,27.5,0.0,85.0,20.0,8.166666666666666,0.0,25.333333333333332,0.0,89.66666666666667,20.0,8.333333333333334
41,rating_history,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1500.0,0.0,40,hole_avoidance,0.3333333333333333,27.5,0.0,85.0,20.0,8.166666666666666,0.0,25.666666666666668,0.0,88.83333333333333,20.0,9.166666666666666
42,control,0.0,0.16666666666666666,0.16666666666666666,1500.0,1520.2786391671514,20.27863916715137,40,,0.0,26.833333333333332,0.0,83.0,20.0,10.0,0.16666666666666666,26.166666666666668,0.0,85.66666666666667,20.0,11.5
42,rating_only,0.0,0.0,0.0,1500.0,1489.7435073407894,-10.256492659210608,40,,0.0,26.833333333333332,0.0,83.0,20.0,10.0,0.0,27.166666666666668,0.0,75.5,20.0,19.5
42,rating_history,0.0,0.0,0.0,1500.0,1489.9778534920592,-10.02214650794076,40,hole_avoidance,0.0,26.833333333333332,0.0,83.0,20.0,10.0,0.0,27.0,0.0,79.33333333333333,20.0,13.333333333333334
43,control,0.0,0.0,0.0,1500.0,1486.1956209070347,-13.804379092965291,40,,0.0,26.166666666666668,0.0,86.0,19.833333333333332,9.166666666666666,0.0,26.666666666666668,0.0,84.83333333333333,20.0,7.0
43,rating_only,0.0,0.0,0.0,1500.0,1486.736016752482,-13.2639832475179,40,,0.0,26.166666666666668,0.0,86.0,19.833333333333332,9.166666666666666,0.0,25.833333333333332,0.0,83.33333333333333,20.0,12.666666666666666
43,rating_history,0.0,0.16666666666666666,0.16666666666666666,1500.0,1527.0683623404832,27.06836234048319,40,hole_avoidance,0.0,26.166666666666668,0.0,86.0,19.833333333333332,9.166666666666666,0.16666666666666666,27.166666666666668,0.0,79.33333333333333,20.0,12.5
44,control,0.0,0.16666666666666666,0.16666666666666666,1500.0,1520.9994575333424,20.999457533342365,40,,0.0,25.833333333333332,0.0,86.16666666666667,20.0,12.166666666666666,0.16666666666666666,28.0,0.0,77.0,20.0,11.833333333333334
44,rating_only,0.0,0.0,0.0,1500.0,1474.0231421204358,-25.97685787956425,40,,0.0,25.833333333333332,0.0,86.16666666666667,20.0,12.166666666666666,0.0,27.833333333333332,0.0,78.0,20.0,12.166666666666666
44,rating_history,0.0,0.16666666666666666,0.16666666666666666,1500.0,1504.9774003462219,4.977400346221884,40,hole_avoidance,0.0,25.833333333333332,0.0,86.16666666666667,20.0,12.166666666666666,0.16666666666666666,27.166666666666668,0.0,81.33333333333333,20.0,10.666666666666666
45,control,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1484.0,-16.0,40,,0.16666666666666666,26.166666666666668,0.0,84.0,20.0,11.333333333333334,0.0,26.833333333333332,0.0,77.83333333333333,20.0,14.666666666666666
45,rating_only,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1484.736306793522,-15.26369320647791,40,,0.16666666666666666,26.166666666666668,0.0,84.0,20.0,11.333333333333334,0.0,26.666666666666668,0.0,77.33333333333333,20.0,15.666666666666666
45,rating_history,0.16666666666666666,0.16666666666666666,0.0,1500.0,1531.263693206478,31.26369320647791,40,hole_avoidance,0.16666666666666666,26.166666666666668,0.0,84.0,20.0,11.333333333333334,0.16666666666666666,28.5,0.0,78.66666666666667,20.0,8.666666666666666
46,control,0.0,0.16666666666666666,0.16666666666666666,1500.0,1501.7895250733823,1.789525073382265,40,,0.0,27.666666666666668,0.0,81.83333333333333,20.0,8.0,0.16666666666666666,26.0,0.0,79.66666666666667,20.0,20.166666666666668
46,rating_only,0.0,0.3333333333333333,0.3333333333333333,1500.0,1514.1851670555359,14.185167055535885,40,,0.0,27.666666666666668,0.0,81.83333333333333,20.0,8.0,0.3333333333333333,28.833333333333332,0.0,76.33333333333333,20.0,15.333333333333334
46,rating_history,0.0,0.16666666666666666,0.16666666666666666,1500.0,1484.0253078710818,-15.97469212891815,40,hole_avoidance,0.0,27.666666666666668,0.0,81.83333333333333,20.0,8.0,0.16666666666666666,28.833333333333332,0.0,73.5,20.0,13.666666666666666
47,control,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,1498.425138265796,-1.574861734203978,40,,0.3333333333333333,26.666666666666668,0.0,87.66666666666667,20.0,9.5,0.16666666666666666,28.833333333333332,0.0,80.5,20.0,5.666666666666667
47,rating_only,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1472.3455358118906,-27.654464188109387,40,,0.3333333333333333,26.666666666666668,0.0,87.66666666666667,20.0,9.5,0.0,27.5,0.0,76.5,20.0,15.0
47,rating_history,0.3333333333333333,0.3333333333333333,0.0,1500.0,1529.2293259223134,29.229325922313365,40,hole_avoidance,0.3333333333333333,26.666666666666668,0.0,87.66666666666667,20.0,9.5,0.3333333333333333,28.666666666666668,0.0,80.33333333333333,20.0,8.5
48,control,0.0,0.16666666666666666,0.16666666666666666,1500.0,1475.2913367781696,-24.70866322183042,40,,0.0,26.333333333333332,0.0,85.33333333333333,20.0,9.833333333333334,0.16666666666666666,27.833333333333332,0.0,79.33333333333333,20.0,11.166666666666666
48,rating_only,0.0,0.3333333333333333,0.3333333333333333,1500.0,1512.567288275887,12.567288275886995,40,,0.0,26.333333333333332,0.0,85.33333333333333,20.0,9.833333333333334,0.3333333333333333,27.333333333333332,0.0,89.0,20.0,6.5
48,rating_history,0.0,0.3333333333333333,0.3333333333333333,1500.0,1512.1413749459434,12.141374945943426,40,hole_avoidance,0.0,26.333333333333332,0.0,85.33333333333333,20.0,9.833333333333334,0.3333333333333333,27.333333333333332,0.0,88.0,20.0,6.833333333333333
49,control,0.0,0.0,0.0,1500.0,1500.0,0.0,40,,0.0,29.166666666666668,0.0,72.83333333333333,20.0,10.666666666666666,0.0,28.0,0.0,75.33333333333333,20.0,13.166666666666666
49,rating_only,0.0,0.0,0.0,1500.0,1500.0,0.0,40,,0.0,29.166666666666668,0.0,72.83333333333333,20.0,10.666666666666666,0.0,26.166666666666668,0.0,84.5,20.0,10.166666666666666
49,rating_history,0.0,0.0,0.0,1500.0,1500.0,0.0,40,hole_avoidance,0.0,29.166666666666668,0.0,72.83333333333333,20.0,10.666666666666666,0.0,28.0,0.0,75.33333333333333,20.0,13.166666666666666
